"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","LAMAR","277","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,163","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","LIMESTONE","293","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,891","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","MCLENNAN","309","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,591","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","MILAM","331","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,581","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","NAVARRO","349","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,053","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","ROCKWALL","397","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,836","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","TARRANT","439","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,339","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","WILLIAMSON","491","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,885","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","COASTAL BEND","82","ARANSAS","007","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,704","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","COASTAL BEND","82","KLEBERG","273","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,884","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","COASTAL BEND","82","NUECES","355","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,549","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","COASTAL BEND","82","REFUGIO","391","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","913","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","COASTAL BEND","82","SAN PATRICIO","409","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,597","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","ARCHER","009","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","984","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","BROWN","049","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,046","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","CALLAHAN","059","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,510","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","CLAY","077","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,577","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","COMANCHE","093","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,401","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","EASTLAND","133","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,987","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","ERATH","143","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,215","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","HOOD","221","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,085","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","JACK","237","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,956","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","MILLS","333","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,223","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","MONTAGUE","337","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,500","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","PALO PINTO","363","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,407","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","PARKER","367","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,012","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","SHACKELFORD","417","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,093","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","SOMERVELL","425","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,894","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","STEPHENS","429","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,399","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","THROCKMORTON","447","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,199","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","WISE","497","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,815","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","CROSS TIMBERS","30","YOUNG","503","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,384","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","ANDERSON","001","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,446","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","BOWIE","037","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,269","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","CAMP","063","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,602","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","CASS","067","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,060","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","CHEROKEE","073","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,470","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","FRANKLIN","159","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,869","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","GREGG","183","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,881","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","HARRISON","203","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,845","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","HENDERSON","213","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,979","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","HOPKINS","223","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,214","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","HOUSTON","225","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,244","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","MARION","315","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,224","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","MORRIS","343","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,100","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","NACOGDOCHES","347","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,521","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","PANOLA","365","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,101","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","RAINS","379","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,522","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","RED RIVER","387","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,662","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","RUSK","401","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,186","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","SHELBY","419","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,927","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","SMITH","423","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,786","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","TITUS","449","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,575","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","UPSHUR","459","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,863","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","VAN ZANDT","467","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,191","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","WOOD","499","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,853","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","ANGELINA","005","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,157","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","BRAZOS","041","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,771","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","FREESTONE","161","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,100","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","GRIMES","185","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,865","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","HARDIN","199","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,092","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","JASPER","241","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,149","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","LEON","289","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,506","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","MADISON","313","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,799","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","MONTGOMERY","339","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,905","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","NEWTON","351","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,004","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","POLK","373","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,732","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","ROBERTSON","395","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,394","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","SABINE","403","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,718","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","SAN AUGUSTINE","405","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,310","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","SAN JACINTO","407","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,835","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","TRINITY","455","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,318","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","TYLER","457","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,924","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","WALKER","471","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,329","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","WALLER","473","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,245","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","BANDERA","019","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,694","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","BLANCO","031","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,728","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","BURNET","053","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,324","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","COKE","081","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,045","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","CONCHO","095","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,583","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","CROCKETT","105","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","630","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","EDWARDS","137","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,256","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","GILLESPIE","171","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,260","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","IRION","235","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","939","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","KENDALL","259","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,788","6.2"
"CENSUS","2012","END OF DEC","","COUNTY","TEXAS","48","EDWARDS PLATEAU","70","KERR","265","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,634","6.2"
